user_id,song_id,timestamp,duration_sec
user_2,song_71,2025-03-26 10:12:53,59
user_17,song_11,2025-03-15 21:18:53,64
user_8,song_59,2025-03-24 07:20:53,71
user_14,song_85,2025-03-24 07:49:53,191
user_9,song_27,2025-03-21 04:02:53,152
user_9,song_51,2025-04-07 04:41:53,183
user_15,song_41,2025-03-14 00:22:53,264
user_20,song_73,2025-04-08 23:48:53,139
user_17,song_34,2025-04-07 14:26:53,65
user_8,song_35,2025-03-28 08:37:53,184
user_20,song_84,2025-03-27 01:40:53,183
user_4,song_18,2025-04-03 22:26:53,84
user_18,song_20,2025-04-03 16:44:53,137
user_11,song_27,2025-03-21 05:28:53,165
user_17,song_63,2025-04-04 01:17:53,246
user_9,song_6,2025-04-11 15:33:53,96
user_9,song_21,2025-03-19 11:47:53,248
user_18,song_2,2025-04-08 23:26:53,106
user_18,song_5,2025-03-16 14:45:53,105
user_14,song_17,2025-04-10 16:59:53,50
user_12,song_27,2025-03-21 18:40:53,82
user_12,song_100,2025-03-25 12:43:53,109
user_8,song_23,2025-03-14 13:21:53,121
user_11,song_53,2025-03-17 04:27:53,157
user_9,song_21,2025-03-17 04:16:53,225
user_2,song_29,2025-04-05 12:00:53,186
user_8,song_41,2025-03-30 16:05:53,65
user_9,song_45,2025-03-22 09:57:53,199
user_1,song_43,2025-04-06 08:06:53,49
user_4,song_55,2025-03-19 15:55:53,291
user_4,song_92,2025-04-05 18:20:53,253
user_1,song_84,2025-03-21 02:35:53,130
user_12,song_56,2025-04-09 04:24:53,199
user_20,song_41,2025-03-21 22:36:53,183
user_17,song_40,2025-03-21 13:02:53,236
user_10,song_71,2025-04-07 19:56:53,224
user_6,song_69,2025-03-30 08:29:53,30
user_10,song_37,2025-04-05 12:32:53,194
user_15,song_57,2025-03-28 05:09:53,291
user_16,song_95,2025-04-06 05:17:53,175
user_17,song_85,2025-03-22 07:01:53,77
user_8,song_59,2025-03-17 20:13:53,42
user_2,song_71,2025-03-23 23:53:53,242
user_19,song_25,2025-03-20 03:58:53,283
user_13,song_32,2025-04-07 05:38:53,32
user_4,song_41,2025-04-06 03:49:53,267
user_2,song_22,2025-03-28 21:31:53,267
user_17,song_72,2025-03-23 15:34:53,256
user_20,song_93,2025-03-14 09:55:53,258
user_6,song_98,2025-03-28 17:34:53,156
user_9,song_99,2025-03-18 09:51:53,152
user_9,song_57,2025-04-09 04:04:53,150
user_9,song_43,2025-04-01 09:17:53,100
user_5,song_27,2025-03-20 20:18:53,242
user_14,song_43,2025-03-25 11:56:53,61
user_7,song_50,2025-03-14 07:38:53,40
user_19,song_49,2025-03-28 02:00:53,182
user_13,song_54,2025-03-25 02:35:53,142
user_16,song_29,2025-04-03 12:51:53,44
user_13,song_44,2025-03-21 04:31:53,237
user_6,song_17,2025-03-23 09:21:53,231
user_19,song_73,2025-03-22 02:17:53,249
user_5,song_24,2025-04-10 17:58:53,197
user_7,song_72,2025-03-18 14:05:53,245
user_9,song_11,2025-03-28 01:35:53,56
user_12,song_29,2025-03-22 23:33:53,50
